news,date,time,title,url,textko,texten
조선,2016.03.01,3:00,[발언대] 모처럼의 바둑 붐이 부활하려면,http://news.chosun.com/site/data/html_dir/2016/02/29/2016022903214.html,"
드라마 '미생'과 '응답하라 1988'의 성공, 세계 최강 이세돌 九단과 중국 신예 커제 九단의 결승 대국, 인간 두뇌에 도전장을 던진 구글의 인공지능 '알파고(AlphaGo)'와 이세돌 九단 간의 오는 9일부터의 대결 등 근래 바둑계에 흥미로운 이슈가 쏟아지고 있다. 대중적 관심도 뜨거워지면서 '이창호 키즈' 이후 제2의 바둑 붐이 부는 것 아니냐는 희망 섞인 이야기도 나온다.우리나라의 바둑 보급은 엘리트 교육과 대중 보급으로 나눌 수 있다. 연구생 제도로 대표되는 엘리트 교육은 만 16세 미만 소수의 유망주가 주 대상이다. 한편 1990년대 바둑 붐과 더불어 성행했던 바둑 학원은 그 수(전국 약 200개)가 많이 줄어 주로 아동 교육을 대상으로 하고 있다. 그 밖의 대중 보급은 지자체나 문화센터에서 간간이 이뤄지며, 주로 장노년층이 대상이다. 이렇게 바둑 보급에서 경제활동층이 소외된 것은 악재라 할 수 있다. 바둑을 산업으로 볼 때 구매력을 가진 소비자의 유입이 발전을 좌우하기 때문이다. 청소년기에 평생의 관심과 취향이 결정되는 점에서 바둑 산업의 장기적 발전을 위해 청소년의 흥미를 유발시킬 필요가 있다.최근 입학사정관제와 중학교 자유학기제로 학생과 학부모의 혼란이 커지고 있다. 바둑을 통해 학생과 각계의 멘토를 이어주는 프로그램이 이들에게 한 대안이 되고, 바둑 종사자에게는 보급을 위한 출발점이 될 것이다. 의사·법조인·교수 등이 바둑에 대한 사랑이 각별함은 잘 알려져 있다. 학생은 조언을 듣고 직업 체험을 하며 진로를 설계하고, 멘토는 이들과 취미를 공유하고 경험을 나눔으로써 서로 유익할 것이다. 세대 간 소통과 화합의 장으로도 기능할 수 있다.성인을 향한 보급은 좀 더 전략적으로 이뤄질 필요가 있다. 상류층 전유물이던 골프와 와인이 대중화된 것은 그 즐거움 외에도 '과시 효과'를 주는 고급스러운 이미지의 영향이 컸다. 바둑도 고상하면서도 실용적인 이미지를 부각시켜서 관심을 유도하면 좋을 것이다. 바둑 두는 장소가 유쾌하고 '팬시'한 곳이 된다면 제2의 바둑 붐도 불가능하지 않을 것이다. 이번에 인공지능이 인간을 꺾는다면 모처럼의 바둑 열기가 금세 사그라질 가능성도 있다. 저변을 넓히고 인류 지성을 후세에 전하기 위한 바둑인들의 분발이 필요한 시점이다.",
조선,2016.03.01,3:00,"이세돌·알파고전, 세계적 취재 열기",http://news.chosun.com/site/data/html_dir/2016/03/01/2016030100117.html,"[화요바둑] NYT 등 50여개社 출입증 신청
이세돌〈사진〉 九단은 9일 시작될 알파고와 대결하기 직전인 6일부터 대국장인 광화문 포시즌스 호텔에 투숙한다. 캐나다에 거주 중인 아내와 딸도 입국, 대회 기간에 같은 숙소에서 지내기로 했다. 한국기원은 또 이세돌·알파고 5번기를 진행할 심판진으로 한철균·김성래·한종진·서건우·이다혜 등 프로 기사 5명이 선정됐다고 밝혔다.이번 대결 취재를 위해 출입증을 신청한 언론사는 뉴욕타임스, AP, 월스트리트저널(이상 미국), BBC, 파이낸셜타임스(이상 영국), 디벨트(독일), 리베라시옹(프랑스)에 아랍권의 알자지라까지 29일 현재 벌써 50곳에 육박한 것으로 알려졌다. 문화체육관광부는 외신 기자들을 위해 8일 오전 공식 회견 종료 후 전세 버스 편으로 한국기원을 견학하는 일정을 마련했다.국내 팬들을 위한 공개 해설은 9일 한국기원에서 열린다. 이현욱 八단이 1국을 해설한다. 선착순 100명에 한하며 29일부터 전화(02-3407-3890)나 이메일(serial@baduk.or.kr)로 접수 중이다. 광화문 포시즌스 호텔에서 진행되는 공식 해설에는 일반의 출입이 통제된다.",
조선,2016.03.01,3:00,부분 완성 미루고 넓은 곳서 싸워라,http://news.chosun.com/site/data/html_dir/2016/03/01/2016030100121.html,"[화요바둑] 알파고 대결 앞둔 이세돌에게 이공계 학자 두 명 '훈수'
9일부터 광화문 포시즌스 호텔서 5번기로 진행될 이세돌·알파고의 '구글 딥마인드 챌린지 매치'에 세계의 이목이 쏠리고 있다. 난생처음 기계와 대결한다는 이세돌(33)은 과연 이번 '세기의 대결'서 알파고의 도전을 잠재울 수 있을까. 의견이 분분한 가운데 아마 5단급 바둑 고수이기도 한 이공계 학자 두 명이 '인간 대표' 이세돌을 향한 '훈수'를 자청하고 나섰다. 문병로(서울대 공대 컴퓨터공학부), 양문희(단국대 산업공학과) 교수가 내놓은 이세돌의 '승리 해법'을 소개한다.◇문병로 교수 계산 싸움으론 승산 희박
알파고의 놀라운 점은, 그리 놀랍지 않은 단순 기법으로 놀라운 결과를 내고 있는 것이다. 실력이 늘어가는 속도도 무섭다. 하지만 세력의 추상적 위력, 미확정 공간 사이의 추상적 관계 같은 부분은 아직 이세돌이 월등하다. 이세돌은 프로 중에서도 판을 확정하지 않고 흩트려놓은 뒤 추상적 관계를 최대한 이용하는 스타일이다.알파고의 장점은 판이 많이 좁혀진 상태에서 마무리하는 능력, 좁은 공간의 국지적 전투, 끝내기 등이다. 따라서 이세돌에게 초반에 국지적으로 여기저기 확정해 버리는 운영은 절대 피할 것을 권한다. 계산 영역으로 들어가면 컴퓨터는 어떤 프로 기사보다도 강하다. 압축해 말하면 '추상(抽象) 대 구상(具象)' 싸움이다.결국 '의미 있는 따지기'와 '의미 없는 따지기'의 비율이 승부의 핵심이다. 컴퓨터 프로그램의 수 따지기는 대부분 의미 없는 경우인데, 알파고는 의미 있는 비율을 크게 높인 컴퓨터다. 이세돌이 미결 지역을 많이 남기고 넓은 공간적 관계를 형성해 컴퓨터가 '의미 없는 따지기' 비율을 높이도록 유도하면 무난히 5연승할 것으로 예상한다.◇양문희 교수 복잡하게 이끌수록 유리
바둑은 '최적점' 찾기 게임이며, 그 과정에 수많은 '후보점'이 등장한다. 일반적으로 반상에 놓인 바둑돌 수가 많아질수록 후보점의 수가 감소하고, 그럴수록 컴퓨터가 짧은 시간 안에 최적점을 찾아낼 확률은 높아진다. 그래서 알파고는 초반과 종반의 시간 사용을 최소화하고 중반에 많은 시간을 투입할 가능성이 높다.이세돌로선 초반을 되도록 복잡하게 이끌어가야 한다. 대형 정석이나 정형화된 포석 대신 입체적, 전국적 운석으로 후보점이 많은 바둑을 펼칠 것을 권한다. 초반에 복잡한 패(覇)를 만드는 것은 아주 좋은 전략이다. 종반으로 갈수록 후보점이 줄어들기 때문에 끝내기에선 기계가 절대 유리하다.공간적으로는 중앙에 후보점이 가장 많다. 알파고는 중앙전에서 약할 것으로 예상되므로 주 전장을 중원으로 유도해야 한다. 또 집바둑보다는 싸움바둑이 이세돌에게 유리하다. 전투바둑으로 4연승할 경우 마지막 한 판은 집바둑으로 이겨 보였으면 한다. 인간과 달리 알파고는 시간패당하는 실수는 절대 범하지 않고, 불리해도 기권하지 않고 끝까지 이세돌의 실수를 기다릴 가능성이 크다. ",
조선,2016.03.01,3:00,"한국, 농심배 역전 우승 가능할까",http://news.chosun.com/site/data/html_dir/2016/03/01/2016030100115.html,"[화요바둑] 유일한 생존자 이세돌 출격
알파고와 대결을 앞둔 이세돌九단이 제17회 농심배 최종 라운드 출전을 위해 1일 중국 상하이로 떠난다. 이세돌은 이 대회서 한국 팀의 유일한 '생존자'로, 1일 벌어질 구리 대 무라카와 전 승자와 2일 첫판을 둔다. 한국이 역전 우승을 이루려면 이세돌이 이 대국 포함 4연승을 거둬야 한다. 최종국까지 살아남을 경우 6일 귀국하게 된다.중국의 남은 병력은 구리(古力) 롄샤오(連笑) 커제(柯潔) 등 3명, 일본은 무라카와(村川大介)와 이야마(井山裕太) 등 2명이다. 한 중 일 3국 단체 대항전인 농심배 우승 상금은 지난해까지 2억원에서 올해 5억원으로 대폭 증액됐다. 국가별 우승 횟수는 한국 11회, 중국 4회, 일본 1회. 이세돌은 역대 농심배에 두 번 출전해 총 4승 1패를 기록 중이다.",
조선,2016.03.03,3:00,[트렌드 돋보기] 이세돌만 있고 AI는 없다,http://news.chosun.com/site/data/html_dir/2016/03/02/2016030203703.html,"
외계인 탐사 전문가인 미국의 세스 쇼스택 박사는 20년 넘게 지적(知的) 외계 생명체를 연구하고 있다. 몇 해 전 그를 만나 외계인이 어떻게 생겼을까 묻자 이런 답이 돌아왔다. 사전만 한 크기의 인공지능(AI)일 겁니다. 기계가 생물보다 생존력이 좋고, 지적으로 더 빨리 진화하거든요. 흥미로운 상상력이라고 생각했다.이듬해 IBM의 인공지능 '왓슨' 연구소를 방문해 연구자의 질문을 받았을 때도 공상과학이 연상됐다. 근근이 세미나에 다니는 인간 의사와 세상의 모든 논문을 읽어들이는 인공지능 의사가 있습니다. 누구를 선택하겠습니까. '인공지능 의사'라고 답은 하고도 속으론 딴생각을 했다. '일단 만들어 보여주시지….'프로 기사 이세돌과 구글의 인공지능 '알파고'가 이달 초 맞붙는다는 소식을 듣고 오랜만에 인공지능 의사를 떠올렸다. 궁금한 마음에 '왓슨' 홈페이지에 들렀다가 몇 시간을 순식간에 보냈다. 4년 정도 지났을 뿐인데 인공지능은 현실 곳곳에 침투해 있었다. 인공지능 의사는 2년 전 이미 미국 유명 암센터인 MD 앤더슨에 (인간)의사의 보조로 취업한 상태였다. 프로농구팀 토론토 랩터스도 '모든 농구 데이터를 분석하라'며 왓슨을 고용했다. 한 제약회사가 인공지능을 이사로 위촉하고 경영 조언을 구한다는 기사까지 읽고 나니 말 그대로 '뇌에 과부하가 걸리는' 기분이었다.지난 몇 년 사이 인공지능은 예상을 초월하는 속도로 발전해 왔다. 관련 기술이 계속 개선되는 가운데 인공지능이 습득할 수 있는 디지털 정보의 양까지 무섭게 늘어난 덕분이다. IBM·구글 같은 거대 기업이 미래의 돈벌이라고 판단하고 인공지능에 앞다퉈 투자를 늘린 영향도 컸다.인공지능에 대한 국제사회와 학계의 논의도 치열하고 진지하게 진행되고 있다. 지난해 유엔에선 인공지능 무기의 실전 투입 문제를 두고 미국(찬성)과 독일(반대) 진영이 맞서 팽팽한 토론을 벌였다. 철학계에선 인공지능이 인간만 한 '생각' 능력을 갖추는 것은 시간문제이므로 '호모 사피엔스'(생각하는 사람)의 정체성 혼란에 대비하자는 의견까지 나온다. 인공지능이 인간의 일자리를 위협할지에 대해서도 논란이 분분하다.인공지능을 둘러싼 이런 흥미진진한 논쟁은 한국인에게 아직 공상과학처럼 들린다. 한국의 기술 수준 자체가 초라하기 때문이다. 혁신과 멀어진 대기업들은 큰 관심이 없는 듯하고 정부도 대충 끌려가는 모양새다. 정부는 연초 업무 보고 때 '올해 안에 인공지능 전략을 마련할 예정'이라는 한가한 계획과 함께 일단 300억원을 투자하겠다고 발표했다. 중장기 국가 전략을 수립한 일본의 3%, 미국의 1% 수준에 그치는 금액이다.이세돌과 인공지능 '알파고'의 대결은 대한민국 서울에서 열린다. 인공지능 선진국이어서가 아니라 바둑 최고수 이세돌이 한국인인 덕분이다. 속 편하게 '이세돌 이겨라'라고 응원하기엔 어째 좀 머리가 복잡하다.",
조선,2016.03.05,3:00,"알파고, 매월 100만판 폭풍對局… 그래도 이세돌",http://news.chosun.com/site/data/html_dir/2016/03/05/2016030500266.html,"[오늘의 세상]인간 최고수냐 인공지능이냐 9일부터 대결… 전문가들의 승부 예측은- 하루가 다르게 성장하는 알파고서봉수 정밀한 수읽기에 놀라빅데이터 전문가 기계학습 빨라… 이세돌이 한 판만 따내도 성공알파고 추정 대국자, 인터넷 출몰… 한국 중간급 프로인 150위 실력이창호·김지석 이세돌 우세커제 이세돌 5대0 승 100% 확신
프로기사 이세돌 9단과 구글 인공지능 '알파고'의 바둑 대결이 다음 주로 임박했다. 오는 9일 서울 광화문 포시즌스 호텔서 막이 오를 이번 5번기는 인간 최고수와 인공지능의 첫 본격 대결이란 점에서 화제가 잇따르고 있다. 그중에서도 관심의 초점은 역시 승부의 결과다. 상금 100만달러(고정환율로 11억원)의 주인이 될 이번 대결의 승자는 누구일까.◇전문가들 이세돌이 이긴다대체적인 분위기는 여전히 '이세돌 우세'다. 국내외 프로 대다수가 이세돌의 5대0 또는 4대1 승을 예측하고 있다. 지난 1월 하순 이 행사 계획이 발표됐을 때에서 크게 변하지 않았다. 이창호, 김지석, 최철한 등 국내 유명 프로 대부분은 아직은 알파고가 이세돌에게 한 판도 이기기 어려울 것이라고 진단하고 있다.
세계대회 현역 3관왕인 중국 커제(柯潔)는 이세돌의 5대0 승리를 100% 확신한다고 했다. 일본 바둑계 타이틀을 휩쓸고 있는 톱스타 이야마(井山裕太) 역시 알파고의 실력은 대단하지만 아직 이세돌을 이길 정도는 못 된다고 쐐기를 박았다. 중국 창하오(常昊), 구리(古力), 스웨(時越) 등 세계적 강자들의 의견도 비슷하다.구글은 알파고가 지난 10월 사상 처음으로 프로기사를, 그것도 5대0으로 일축했다는 사실을 여러 번 강조해왔다. 비공식 대결까지 포함하면 8승2패다. 하지만 당시 알파고에 졌던 중국 출신 유럽 프로기사 판후이의 허약한 실력이 최근 드러나면서 이세돌 낙승론이 더욱 힘을 받고 있다. 판후이는 최근 중국서 열린 제1회 국제마인드스포츠대회(IMSA)의 바둑 종목에 유럽 연합팀의 일원으로 출전했다. 그는 한국, 중국, 일본, 대만에 이어 북미 대표에게도 패해 5전 전패를 기록했다. 김지석 9단은 기보로만 봐선 판후이가 너무 약해 알파고의 실력 파악이 힘들 정도라고 평했다.◇한 달에 100만판씩 실력 키우는 알파고하지만 알파고의 실력 자체에 대해선 대다수 프로가 절대 만만치 않다고 입을 모은다. 원로급인 서봉수 9단은 예전에 있던 컴퓨터 바둑만 생각했다가 이번에 알파고의 정밀한 수읽기를 보고 깜짝 놀랐다며 이세돌이 한 판쯤 지는 일이 생긴다고 해도 이상한 일이 아니다고 강조했다.
LG배를 보유 중인 현역 세계 챔프 강동윤 9단은 내가 나선다면 꼭 이긴다고 자신할 수 없다고 몸을 낮췄다. 미국서 바둑 보급 활동 중인 김명완 9단은 알파고의 부분적인 수읽기가 워낙 뛰어나서 아무리 이세돌이라고 해도 한 판쯤은 패할 수도 있다며 사활(死活)은 특히 세계 최강급이라고 평했다.알파고가 4개월 전 판후이와 둔 기보로 인공지능의 실력을 추정하는 것은 위험하다는 지적도 제기된다. 한 달에 바둑 100만판씩 훈련을 거듭하며 하루가 다르게 진보하는 컴퓨터의 특성을 간과하고 있다는 것. 한국 대표팀 감독인 유창혁 9단과 이영구 9단 등은 그 사이 알파고가 엄청나게 성장했을 것으로 내다봤다. 대국자인 이세돌 본인마저 알파고와의 치수(置數)를 당초에는 정선(定先·하수가 흑돌을 잡고 두는 것)과 두 점 사이라고 했다가 2월 하순에는 정선 언저리라고 바꾼 것도 알파고의 성장을 의식했기 때문이다. 이세돌은 알파고에게 한 판 정도 질지도 모른다며 미리 '말 보험'까지 들어 놓았다.◇인공지능이 사건 터뜨릴 것 의견도컴퓨터 바둑 전문가들은 이세돌 우세를 점친다. 지난해 세계컴퓨터바둑토너먼트(미림합배)서 '돌바람' 프로그램으로 우승한 임재범 누리그림 대표는 알파고 때문에 기존 컴퓨터 강자들이 모두 추월당했지만 이번 이세돌과의 대결에선 1승도 따내기 어려울 것이라고 예상했다. 바둑 사이트 '사이버오로'를 운영하는 곽민호 대표는 어느 쪽이 이기건 5대0이다. 3대2나 4대1은 없을 것이라고 했다. 첫판 결과로 전체 승패가 가려진다는 얘기다. 그는 이세돌이 5대0으로 승리할 확률이 90%쯤 되는 것으로 내다봤다.이런 분위기와는 달리 유일하게 알파고의 완승을 점치는 의견을 낸 사람이 있다. 프로기사가 아닌 서울과학종합대학원의 김진호 빅데이터 MBA 주임교수다. 그는 모두들 인공지능이 아직 인간을 넘어설 때가 아니라고 하지만 내 생각엔 '사건'이 터질 여건이 마련됐다. 알파고는 유럽 아마추어들의 기보를 보며 스스로 깨쳐 프로를 꺾었을 만큼 영특하다며 컴퓨터가 스스로 학습하며 지능을 키우는 딥러닝(기계학습) 같은 첨단 기법이 워낙 발전했기 때문에 이세돌이 알파고에게 한 판만 따내도 성공이라고 말했다.이런 가운데 알파고로 추정되는 '대국자'가 최근 인터넷 대국장에 출몰하고 있어 네티즌들 사이에 화제다. 인터넷 바둑 사이트에 영국 출신으로 자주 등장하는 '딥마인드'란 아이디(ID)가 그것인데, 관계자들은 영국 쪽에 그만한 강자가 없어서 알파고일 가능성도 꽤 있다고 말한다. 딥마인드는 알파고를 만든 구글의 인공지능 자회사 이름이기도 하다. 조혜연 9단은 이 아이디 사용자의 바둑 실력에 대해 한국의 중간급 프로, 즉 랭킹 150위권 언저리 실력쯤 돼 보이는데 날이 갈수록 더 강해지는 중이라고 전했다.",
조선,2016.03.05,3:00,이세돌·알파고 대국 보러 구글 슈밋 회장 한국 온다,http://news.chosun.com/site/data/html_dir/2016/03/05/2016030500268.html,"[오늘의 세상]
미국 구글의 지주회사인 알파벳의 에릭 슈밋(61·사진) 회장이 오는 9일부터 벌어지는 구글의 인공지능 바둑 프로그램인 알파고와 이세돌 9단의 대국을 보기 위해 한국을 찾는다. 슈밋 회장은 이르면 8일 입국해 이날 저녁 구글이 주최하는 바둑계 및 인공지능 업계 인사 초청 만찬 행사에 참석하고, 9일부터 15일까지 서울 중구 포시즌스 호텔에서 열리는 알파고와 이세돌 9단의 대국 중 일부를 관전할 것으로 알려졌다.",
조선,2016.03.07,3:00,[ch19 TV조선 주중 하이라이트] 'TV조선 바둑 스페셜: 이세돌 vs 알파고' 외,http://news.chosun.com/site/data/html_dir/2016/03/07/2016030700222.html,"
[TV조선 바둑 스페셜: 이세돌 vs 알파고] 수·목 오후 6시 20분
인공지능 프로그램 '알파고'와 이세돌 9단의 '세기의 대결'을 전 대국 중계한다. 수요일과 목요일의 1·2국은 하이라이트, 주말 3·4국은 생중계로 방송. 김영삼 9단과 뇌과학 권위자 김대식 카이스트 교수가 해설을 맡아 바둑과 과학의 만남을 알기 쉽게 전한다.[호박씨] 화 밤11시연예가 핫이슈를 진단하는 유쾌한 연예 토크쇼. 가수 김흥국과 개그맨 이봉원이 출연해 원조 미녀 삼총사 김창숙-유지인-금보라, 의자매 최명길-황신혜, 21년 지기 유호정-최지우 등 절친 스타들의 숨겨진 이야기들을 공개한다.[엄마가 뭐길래] 목 밤11시최민수와 유진 걱정에 해외출장에서 서둘러 돌아온 강주은은 엉망이 된 집에 경악하고, LA에서도 진이만 쫓아다니던 황신혜는 결국 폭풍 잔소리를 퍼붓기 시작한다. 반면 조혜련은 손을 다친 엄마의 머리를 감겨주고 청소와 설거지까지 자청하고 나선 우주에게 감동하는데···.",
조선,2016.03.08,2:38,"알파고, 첫수는 대부분 '화점'… 돌 던지는 예법도 안다",http://news.chosun.com/site/data/html_dir/2016/03/08/2016030800390.html,"[오늘의 세상]내일 이세돌 對 인공지능 대국… 알파고는 어떻게 바둑을 두나- 수학문제 풀듯 신경망 활용원리 배운뒤 기보 16만건 입력 다음 착점 알아맞히며 '연습풀이', 가상 대국으로 최선의 수 찾아내 감정이 없어 무리수도 안 둬… 끝내기선 실수 저지르지 않아
이세돌 9단과 구글의 인공지능 바둑 프로그램 '알파고(AlphaGo)'의 대결이 하루 앞으로 다가왔다. 일어날 수 있는 경우의 수가 무한대에 가까운 바둑은 20~30년간은 인공지능이 프로 기사를 이길 수 없다는 전망이 지배적이었다. 하지만 알파고는 지난해 10월 프로 기사 판후이 2단과 대결해 5대0으로 승리하고, 세계 최강인 이세돌 9단에게 도전장을 던졌다. 어떻게 알파고는 최강의 인간까지 넘보게 됐을까.◇바둑 실력은 어디에서 나오나바둑은 흑과 백으로 편을 나누어 가로·세로 각 19줄인 바둑판에서 승패를 겨룬다. 돌과 돌을 연결해 '집'을 많이 확보한 쪽이 승리한다. 바둑을 잘 두려면 수읽기, 직감, 평정심이 조화를 이뤄야 한다.수읽기는 계산 능력이다. 수를 둘 때마다 앞으로 벌어질 수 있는 여러 시나리오를 머릿속에서 상상으로 진행해 볼 수 있어야 한다. 직감은 추상적 능력이다. 바둑에서는 모든 경우의 수를 계산할 수 없기 때문에 사람은 직감을 우선적으로 활용한다. 프로 기사들은 다음 착수할 곳을 한눈에 두세 곳으로 압축해 수읽기를 진행한다.평정심은 바둑을 그르치지 않는 데 필요하다. 앞서 두었던 수가 아까워서 작전을 바꾸지 않고 고집하거나, '당했다'는 느낌에 발끈해서 무리한 수를 두면 안 된다. 알파고는 감정이 없어 평정심을 잃지 않는다.◇첫수는 화점에 둘 듯알파고는 판후이 2단과 벌인 공개 대국에서 다섯 번 모두 첫수를 화점(花點·바둑판에 찍힌 9개의 점)에 놓았다. 이는 현대 바둑에서는 화점을 활용할 때 승률이 높다는 통계에 근거한 결정으로 보인다.
바둑의 초반 진행인 포석(布石)도 평범하다. 돌이 거의 없는 초반에는 계산할 경우의 수가 너무 많기 때문에 형세 판단 없이 기보 16만건에서 학습한 대로 둘 것이다. 16만건에서 평균적으로 가장 많이 등장하는 형태를 포석에 쓸 가능성이 높다.사람은 직감으로 다음 수를 둘 후보를 추리지만, 알파고는 직감이 없다. 대신 바둑판 위에 놓인 돌의 전체적 모양을 읽어 직감을 흉내 낸다. 돌과 돌이 연결된 모양을 감안해 '좋은 모양 만들기'를 하는 것이다.◇시뮬레이션으로 이길 확률 따져대국이 중반에 접어들면 알파고는 사람의 뇌 구조를 모방한 신경망(神經網)을 본격 활용한다. 알파고의 신경망에는 지금까지 학습한 결과가 담겨 있다. 바둑의 규칙과 기본 원리를 배운 뒤, 입력된 기보 16만건에서 다음 착점을 알아맞히는 연습 문제 풀이까지 했다.이어 가상으로 대국을 무수히 진행해 어떻게 두었을 때 더 좋은 결과가 나왔는지 학습했다. 마치 학생들이 수학을 배울 때 몇 가지 공식을 외우고, 연습 문제를 푼 뒤 증명 방법까지 찾아내는 과정과 닮았다.하지만 이렇게 많이 학습해도 실제 바둑에서 나올 수 있는 모든 경우를 알 수는 없다. 그래서 대략적 시뮬레이션을 돌려서 승률이 높은 쪽을 선택해 착점한다. 돌이 놓인 모양을 읽어 다음 수 후보를 몇 가지 추린 뒤 시뮬레이션(모의실험)을 돌려서 각 수별로 승리할 확률을 따지는 것이다.◇끝내기에는 실수가 없다알파고도 실수를 한다. 판후이 2단과의 두 번째 대국에서 사활(死活) 문제를 실수하면서 잡을 수 있던 돌을 놓쳤다. 다섯 번째 대국에서는 엉뚱한 수로 자신의 돌을 위험에 빠뜨렸다. 이는 국지적인 전투에서도 충분히 계산을 하지 못해 예쁜 모양을 고집하는 알파고의 특징 때문으로 추정된다. 모양을 버리고 실리를 택할 수 있지만, 알파고는 아직 모양과 실리의 균형을 조정할 정도의 능력은 없는 것으로 보인다. 두 수 모두 프로 기사라면 결코 하지 않을 실수였다.종반 끝내기에서는 실수가 거의 없을 가능성이 높다. 경우의 수가 줄어 정확한 시뮬레이션 결과를 얻을 수 있기 때문이다.많은 사람은 이세돌 9단이 대국에서 엉뚱한 수를 놓으면 알파고가 오작동을 일으킬 것으로 기대한다. 하지만 가능성이 낮다. 수많은 기보를 학습했고 가상 대국까지 한 알파고의 실력을 감안하면, 엉뚱한 수는 무시하거나 호되게 응징할 것이다.◇불계패도 인정할 만큼 예절을 안다바둑에서 승패가 기울었다고 판단되면 돌을 던지는 것이 예의다. 상대방 실수를 기다리며 판을 끌고 가지 않는다. 알파고도 예절을 안다. 판후이 2단과 벌인 비공식 대결에서 한 번 불계패를 기록했다. 이길 수 없다고 판단, 프로 기사처럼 행동한 것이다.",
조선,2016.03.08,3:00,"이세돌 한 판이라도 내준다면 내가 진 것 구글 알파고, 이길 준비 끝나… 자신 있다",http://news.chosun.com/site/data/html_dir/2016/03/08/2016030800308.html,"[오늘의 세상]
결전을 이틀 앞둔 7일 이세돌과 알파고 측은 모두 자신의 승리를 자신했다. 이세돌 9단은 이날 한국기원서 거행된 제43기 명인전 시상식장에 나타나 내가 5대0으로 완승할 것이라며 강한 자신감을 드러냈다. 그는 이번 대결을 위해 특별히 준비하고 있는 것은 없다. 마인드 컨트롤에 신경 쓰고 있는 정도라고 했다.이세돌은 아직은 기계가 인간의 창의력에 못 미친다고 생각한다며 내가 한 판이라도 진다면 알파고가 승리한 것으로 받아들이겠다고 말했다. 자신과 알파고와의 실력 차이와 관련해선 정선(定先·핸디캡 제공 없이 먼저 두는 것)으로 본다는 견해를 확인했다. 이세돌은 지난달 끝난 명인전 결승서 박정환을 누르고 우승, 이 자리에 참석했다.이날 인천공항을 통해 입국한 구글 자회사 '딥마인드'의 데미스 하사비스 최고경영자도 알파고는 이세돌 9단에게 이길 준비가 끝났다. 자신 있다고 밝혔다. 하사비스는 승률이 몇 퍼센트인지 정확히 알 수 없기 때문에 50대50이라고 말하는 것이라며 알파고가 끌려가지는 않을 것이라고 했다. 이세돌-알파고 대결은 서울 광화문 포시즌스호텔에서 9일 오후 1시에 시작해 10일·12일·13일·15일까지 5번기로 치러진다. ?",
